ID,DensT,FritC,StifF,RollR,Total_Acum_Mass_Ini [kg],Total_Acum_Mass_Out [kg],AVG_W_IN [kg/s],SD_W_IN [kg/s],AVG_TOT_IN [kg/s],AVG_W_OUT [kg/s],SD_W_OUT [kg/s],AVG_TOT_OUT [kg/s],Slider_Left_MAX_AVG [kN],Slider_Left_MAX_SD [kN],Slider_Left_MIN_AVG [kN],Slider_Left_MIN_SD [kN],Slider_Right_MAX_AVG [kN],Slider_Right_MAX_SD [kN],Slider_Right_MIN_AVG [kN],Slider_Right_MIN_SD [kN],Slider_Total_MAX_AVG [kN],Slider_Total_MAX_SD [kN],Slider_Total_MIN_AVG [kN],Slider_Total_MIN_SD [kN],WoT_AVG [kJ],WoT_SD [kJ]
17.0,650.0,0.4,0.3,0.1,3470.9818113060246,1325.8486253484657,1.839309219787557,0.3922167187453961,1.577719005139102,0.3372324293030136,0.256550047462272,0.6026584660674844,12.780782152460109,1.6606804249446072,-28.018270878412523,4.782826271755756,13.355318449650271,2.456990659724278,-29.35506854416749,2.059646310264448,24.850714888336466,3.89435844582609,-55.15794067860362,3.6930082925925,35.065933046904924,3.500244712389532
18.0,650.0,0.5,0.3,0.1,1530.1639665745251,1349.560652839967,0.7884577210165347,0.189570128503972,0.6955290757156932,0.405411451579057,0.4331716169138992,0.6134366603818031,12.541287164898508,1.5814121179718863,-25.35829200229287,2.66961093649123,16.383246513210956,1.2841935559959683,-30.07068000290645,3.216146008229818,26.6640624552382,2.505945419929244,-54.6768241759655,5.910370984692835,29.15686924325068,1.7971428193574723
19.0,650.0,0.6,0.3,0.1,2917.0071744308475,1323.559230665477,1.567731592463152,0.2352530932825899,1.3259123520140217,0.3152575696461866,0.2557919188228537,0.6016178321206713,13.230180282591766,1.8397978410812288,-25.70095403113047,2.653620741151427,13.801345866025413,1.777586499277836,-27.53327471576215,2.204919118557219,26.094494820198346,2.6188101990815094,-52.260555096484175,3.720417005764524,31.21865549802382,1.620158796655483
20.0,650.0,0.7,0.3,0.1,981.8831938300088,1226.122872048486,0.4163617856805395,0.0806504519251555,0.446310542650004,0.3541623587432783,0.3677053971360272,0.5573285782038573,14.58674848515454,0.7770587972505606,-32.56841826312125,1.2804994278274804,17.815445473539835,1.35045951737866,-40.21327251624266,3.4031380473985617,31.343258231078647,1.1193258386282812,-72.51198921258431,3.8841210506826487,31.467028347163023,0.6698878218250327
21.0,650.0,0.1,0.35,0.1,6702.25138132428,1681.546458709388,3.0044586264838293,0.7470932544222054,3.046477900601946,0.5962836049720881,0.2601326302010885,0.7643392994133581,10.532147389474083,0.7615735820262668,-31.377682132467104,6.01453310521685,12.140727883097693,1.7391348172067365,-32.14316080923903,5.370131498025717,22.34842097031063,1.919956747099768,-60.79629393422738,11.748999546219522,43.173219655090726,4.873100667035987
22.0,650.0,0.2,0.35,0.1,5132.985536113544,1461.3368669907268,2.4295753090266468,0.1437829748984646,2.3331752436879745,0.4788017675560511,0.3061967747447674,0.6642440304503303,13.025030166896968,1.4026258554830136,-35.47353713705563,3.237349958149085,14.876295460371134,2.7355680254370007,-37.06582745985271,7.8842018522330735,26.40225516466967,3.199865631706343,-69.80013357658481,9.713276843725067,47.50767901797427,6.404653476217906
23.0,650.0,0.3,0.35,0.1,1515.4019855668607,1222.6734136104558,0.7246345640062053,0.1511651255474182,0.6888190843485731,0.3772202497104016,0.3391261518070791,0.5557606425502072,13.984232581785108,0.914469084227234,-28.430710601325966,1.9211949201120104,18.69305835460708,1.5122953876278804,-37.97790137948581,3.1231808437650974,30.94327610472969,1.699736250379234,-66.02438464401742,4.610911731726893,31.722451279508626,1.4267011959935556
24.0,650.0,0.4,0.35,0.1,877.6276872509053,1177.1673824486484,0.3484526283313258,0.0426929081680224,0.3989216760231387,0.253681832711048,0.2028507046749224,0.5350760829312038,13.757189900088482,0.4875892270859641,-34.71395697039985,1.4224332506712905,16.636750069066398,1.0014891580509269,-35.839109408266594,0.695455280333448,29.704782143114407,0.6479690186494169,-70.44278819975663,1.7370362729501794,32.132205702680274,0.5614009770948133
25.0,650.0,0.4,0.15,0.2,5940.693415154936,1773.0196768620358,3.0616883285764955,0.3336200618127421,2.700315188706789,0.8451622185729127,0.4513917917669141,0.805918034937289,9.719076079651334,1.9196197867733265,-22.648308347536418,2.014682071390129,10.131835241521854,1.5296491798496743,-22.65491687857742,4.442762123874206,19.0940919383988,3.294165750265269,-43.91513134249186,5.666968051450531,32.40203918080331,2.5294323353170585
26.0,650.0,0.5,0.15,0.2,5916.222704946808,2137.117711834728,2.951653843394421,0.5001400325056501,2.689192138612185,0.8592531219676868,0.3072746062611512,0.9714171417430584,8.666218492715512,2.178191774725742,-22.25410021378283,1.9760866071172187,9.667475700998793,1.3933360666299188,-22.1604707080383,2.359108285548841,17.97846403449469,3.4370367639287505,-42.60722503065848,3.1286063557232717,30.75192463562645,1.9872451425671052
27.0,650.0,0.7,0.15,0.2,6000.093330066997,2164.170982664927,2.8852441416286934,0.2702693003790932,2.727315150030453,0.8484862440876534,0.2958402005290291,0.9837140830295124,9.185070828870362,1.2129908468300834,-21.17961463132962,3.010323170331048,8.927480818819507,1.576375828981348,-25.368020152290786,4.957257075180626,17.582435679631626,2.943121458722037,-44.658756771002174,4.628046224513403,31.05768312124238,1.6970516795420307
